AREF,OF_RATIO,ROCKET_LENGTH,CG_DRY,CG_WET,FUEL_TANK_LENGTH,FUEL_TANK_POSITION,LOX_TANK_LENGTH,LOX_TANK_POSITION
0.0081096612,2.4,3.9116,2.2499,2.1411,0.4445,0.8446,2.643891244171358,4.437642875285751
